latitude,longitude
-39.49493972,176.7234764
-39.49491139,176.7233997
-39.479865,176.6971781
-39.47957139,176.69649
-39.47892639,176.6956
-39.47826306,176.6955781
-39.46919306,176.6985664
-39.46787639,176.6982814
-39.46681472,176.6984331
-39.46516972,176.7001814
-39.46516306,176.701855
-39.48123806,176.6986781
-39.48167,176.6994131
-39.48231972,176.7002264
-39.48319306,176.7008764
-39.48431306,176.7002081
-39.48440806,176.6996547
-39.48387472,176.6989581
-39.483435,176.7008647
-39.48289139,176.7039847
-39.48652806,176.7140314
-39.48704,176.7153414
-39.48756,176.7162664
-39.48908806,176.7176031
-39.49092806,176.7184831
-39.49242306,176.7190147
-39.49430806,176.719565
-39.49619639,176.7201597
-39.49810139,176.7208097
-39.49931639,176.7213514
-39.502305,176.7225364
-39.503025,176.7230564
-39.50509639,176.7253081
-39.50620806,176.7269781
-39.50685,176.72817
-39.50711806,176.7292347
-39.50723306,176.7306264
-39.50716306,176.7349631
-39.50688139,176.73699
-39.50664639,176.7396214
-39.506525,176.7411181
-39.50653306,176.7429714
-39.50663,176.7445131
-39.506855,176.7466414
-39.50698806,176.7486681
-39.50693806,176.7506264
-39.50671639,176.7522614
-39.50548306,176.756285
-39.50655306,176.7584381
-39.507465,176.7613164
-39.50772806,176.76249
-39.50799306,176.7636564
-39.50820306,176.7646014
-39.50854,176.7660214
-39.51168139,176.7746597
-39.51166139,176.7750014
-39.51159639,176.7759914
-39.51168639,176.7765631
-39.51177639,176.7766897
-39.51175139,176.7763981
-39.51176639,176.7763981
-39.51177139,176.7764014
-39.51171806,176.7764114
-39.5117,176.7764497
-39.51323639,176.7853181
-39.51324,176.7852481
-39.52000139,176.7934864
-39.52018806,176.7934631
-39.52061,176.7939614
-39.52079639,176.7942181
-39.52188306,176.7953881
-39.52206639,176.7955314
-39.52286139,176.7961964
-39.52330306,176.79657
-39.52385,176.7969497
-39.52449806,176.7971564
-39.52555639,176.7972581
-39.52616639,176.79729
-39.52671639,176.7973664
-39.52720639,176.7974931
-39.52771,176.7977014
-39.52834,176.7980231
-39.52931806,176.7983564
-39.52992139,176.7984331
-39.534575,176.7999381
-39.53530972,176.800835
-39.53583,176.8013264
-39.53530806,176.8006014
-39.53501139,176.8004281
-39.53459306,176.8001847
-39.53429472,176.7999014
-39.53407139,176.79969
-39.53375972,176.7994231
-39.53336972,176.7991314
-39.53283806,176.7987547
-39.53255139,176.7985597
-39.531955,176.7987381
-39.53195139,176.7990964
-39.53703639,176.8018964
-39.53812139,176.8023831
-39.53841139,176.802455
-39.53881639,176.8024831
-39.53908639,176.8024831
-39.53950639,176.8024531
-39.53994972,176.8024281
-39.54024306,176.8024264
-39.54081472,176.8024897
-39.54136139,176.802575
-39.55751639,176.8232681
-39.56333306,176.8686397
-39.56386306,176.8691231
-39.56521,176.8705631
-39.56454139,176.8724931
-39.56436806,176.8718214
-39.56450806,176.871315
